site;mois;poids
FRPBB4;11;6,09
FRPBB6;11;2,065
FRPC16;11;2,1384
FRPC23;11;2,76
FRPC38;11;1,9602
FRPC39;11;1,782
FRPC42;11;2,4948
FRPC43;11;1,9602
FRPC48;11;3,807
FRPC83;11;1,172
FRPCFI;11;2,538
FRPCGD;11;3,42
FRPCGE;11;2,879999998
FRPCGF;11;3,42
FRPCGP;11;4,32
FRPCIP;11;3,559
FRPD28;11;3,564
FRPD45;11;3,44
FRPD55;11;1,6038
FRPD83;11;2,673
FRPD84;11;1,645
FRPD85;11;1,4256
FRPD89;11;2,426
FRPD90;11;1,839
FRPD93;11;2,8512
FRPD98;11;2,538
FRPE01;11;6
FRPE15;11;1,507
FRPE16;11;3,284
FRPE17;11;2,099
FRPE18;11;1,246
FRPE19;11;1,07
FRPE20;11;1,733
FRPE24;11;3,796
FRPE26;11;2,009
FRPE27;11;1,016
FRPE28;11;0,1782
FRPE35;11;1,0692
FRPE36;11;3,095
FRPE38;11;2,073
FRPE47;11;2,369
FRPE52;11;4,454
FRPE53;11;4,212
FRPE56;11;2,207
FRPE64;11;1,047
FRPE70;11;2,673
FRPE74;11;1,3
FRPE75;11;5,7024
FRPE78;11;3,805
FRPE83;11;3,547
FRPE85;11;0
FRPE89;11;4,455
FRPE90;11;3,3858
FRPE91;11;0,482
FRPE95;11;1,549
FRPE96;11;1,9035
FRPE98;11;2,1384
FRPF03;11;2,879
FRPF04;11;1,9602
FRPF08;11;2,942
FRPF12;11;2,4111
FRPF13;11;3,61
FRPF15;11;1,2474
FRPF19;11;0,335
FRPF20;11;3,0294
FRPF24;11;1,041
FRPF26;11;2,889
FRPF30;11;2,8512
FRPF45;11;1,8
FRPF48;11;0,378
FRPF49;11;2,1384
FRPF50;11;4,11
FRPF58;11;2,285
FRPF59;11;4,9896
FRPF64;11;0,66
FRPF67;11;2,1384
FRPF69;11;2,018
FRPF70;11;4,9896
FRPF71;11;1,991
FRPF74;11;1,965
FRPF79;11;3,831
FRPF80;11;3,01
FRPF81;11;2,003
FRPF82;11;2,538
FRPF84;11;2,136
FRPF85;11;3,9339
FRPF89;11;1,782
FRPG01;11;1,5
FRPG02;11;1,46
FRPG06;11;8,24
FRPG11;11;1,63
FRPG13;11;3,091
FRPG15;11;2,75
FRPG17;11;1,525
FRPG23;11;1,54
FRPG25;11;0,913
FRPG29;11;1,782
FRPG30;11;2,317
FRPG31;11;2,1384
FRPG33;11;1,524
FRPG35;11;4,077
FRPG36;11;2,4948
FRPG37;11;2,322
FRPG39;11;1,321
FRPG40;11;2,298
FRPG41;11;1,7
FRPG42;11;1,779
FRPG43;11;0,9
FRPG53;11;1,765
FRPG54;11;3,619
FRPG59;11;0,95
FRPG60;11;1,25
FRPG63;11;3,2076
FRPG72;11;3,526
FRPG73;11;2,095
FRPG77;11;2,673
FRPG78;11;2,02
FRPG79;11;2,455
FRPG81;11;1,297
FRPG84;11;3,546
FRPG88;11;2,9
FRPG89;11;2,3166
FRPG93;11;2,109
FRPG94;11;3,797
FRPH02;11;2,028
FRPH03;11;2,56
FRPH05;11;2,3166
FRPH07;11;3,525
FRPH11;11;3,148
FRPH15;11;4,842
FRPH21;11;3,308
FRPH22;11;1,906
FRPH23;11;3,756
FRPH25;11;1,55
FRPH26;11;3,432
FRPH28;11;2,98
FRPH29;11;0
FRPH30;11;2,119
FRPH35;11;3,564
FRPH38;11;0,719
FRPH43;11;0,371
FRPH46;11;3,21
FRPH47;11;4,017
FRPH48;11;3,403
FRPH49;11;5,009
FRPH50;11;2,021
FRPH51;11;2,546
FRPH58;11;1,287
FRPH60;11;2,6
FRPH61;11;1,976
FRPH64;11;1,4256
FRPH65;11;1,22
FRPH67;11;4,455
FRPH69;11;0,97
FRPH73;11;3,492
FRPH75;11;3,06
FRPH77;11;2,44
FRPH80;11;1,621
FRPH81;11;3,0294
FRPH84;11;0
FRPH93;11;2,345
FRPH94;11;0,23
FRPH95;11;4,795
FRPH96;11;1,336
FRPH97;11;2,4111
FRPI02;11;2,0304
FRPI04;11;1,782
FRPI08;11;3,3858
FRPI09;11;0,891
FRPI10;11;4,91
FRPI11;11;1,322
FRPI12;11;3,4
FRPI14;11;4,164
FRPI15;11;4,456
FRPI16;11;5,1678
FRPI17;11;3,567
FRPI18;11;2,981
FRPI20;11;1,701
FRPI21;11;4,094
FRPI24;11;1,78
FRPI28;11;3,17
FRPI33;11;0,42
FRPI34;11;3,7
FRPI35;11;3,294
FRPI38;11;2,2
FRPI39;11;1,21
FRPI40;11;2,371
FRPI43;11;1,4256
FRPI47;11;2,64
FRPI48;11;1,2474
FRPI51;11;2,38
FRPI56;11;0,69
FRPI58;11;6,46
FRPI59;11;5,81
FRPI71;11;3,2076
FRPI72;11;3,183
FRPI73;11;1,4256
FRPI79;11;3,018
FRPI82;11;3,984
FRPI87;11;2,8512
FRPI89;11;3,2076
FRPI95;11;2,538
FRPI96;11;2,8512
FRPI97;11;2,439
FRPI98;11;1,728
FRPJ02;11;2,1384
FRPJ06;11;3,41
FRPJ07;11;5,236
FRPJ09;11;3,442
FRPJ11;11;4,6332
FRPJ16;11;0,485
FRPJ20;11;2,25
FRPJ23;11;4,2768
FRPJ28;11;1,232
FRPJ30;11;2,31
FRPJ39;11;1,07
FRPJ42;11;1,895
FRPJ44;11;3,342
FRPJ46;11;3,5532
FRPJ47;11;2,67
FRPJ48;11;1,61
FRPJ49;11;2,51
FRPJ52;11;0,527
FRPJ55;11;3,097
FRPJ61;11;1,112
FRPJ62;11;2,392
FRPJ65;11;3,044
FRPJ66;11;1,92
FRPJ67;11;3,051
FRPJ78;11;6,492
FRPJ80;11;0
FRPJ81;11;0,77
FRPJ82;11;0
FRPJ84;11;3,929
FRPJ89;11;2,2842
FRPJ90;11;3,4263
FRPJ92;11;3,872
FRPJ93;11;3,592
FRPJ96;11;1,5228
FRPK07;11;1,96
FRPK08;11;1,6038
FRPK10;11;1,724
FRPK11;11;1,768
FRPK14;11;3,564
FRPK16;11;2,7
FRPK17;11;1,105
FRPK18;11;2,3166
FRPK25;11;5,422
FRPK28;11;2,538
FRPK29;11;2,675
FRPK49;11;3,37
FRPK54;11;1,6497
FRPK56;11;1,6038
FRPK57;11;0,891
FRPK59;11;1,515
FRPK63;11;1,6038
FRPK65;11;1,6038
FRPK67;11;3,318
FRPK68;11;3,855
FRPK69;11;0,7128
FRPK70;11;3,0294
FRPK75;11;0
FRPK76;11;2,4948
FRPK83;11;1,323
FRPK85;11;1,273
FRPK87;11;3,883
FRPK89;11;1,9035
FRPK97;11;1,838
FRPK98;11;2,355
FRPL01;11;2,41
FRPL04;11;2,453
FRPL10;11;3,291
FRPL14;11;2,189
FRPL16;11;0,7128
FRPL21;11;1,803
FRPL22;11;2,1384
FRPL25;11;1,27
FRPL26;11;0,91
FRPL27;11;2,051
FRPL28;11;2,33
FRPL31;11;2,41
FRPL32;11;1,663
FRPL37;11;0,9
FRPL38;11;3,065
FRPL44;11;2,212
FRPL45;11;1,7
FRPL46;11;4,0986
FRPL47;11;2,4
FRPL50;11;5,977
FRPL53;11;2,856
FRPL55;11;2,436
FRPL56;11;2,328
FRPL63;11;1,746
FRPL67;11;1,6038
FRPN43;11;3,3858
FRPR24;11;1,276
FRPW32;11;1,27
FRPW33;11;3,486
FRPW54;11;0,5
FRPW93;11;5,448
FRPW98;11;1,69
FRPX77;11;5,458
FRPX86;11;1,782
FRPYAB;11;1,0692
FRPYCK;11;4,8222
FRPYIQ;11;1,92
FRPZ80;11;1,12
FRPZ81;11;2,52
FRPZ87;11;2,63
FRPZ92;11;0,891
FRPZ99;11;0,735
FRPA01;12;5,28
FRPA13;12;2,838
FRPA36;12;1,782
FRPA41;12;1,496
FRPA49;12;1,435
FRPA51;12;2,898
FRPA69;12;4,13
FRPA87;12;0
FRPA94;12;6,436
FRPACX;12;3,169
FRPAD8;12;1,44
FRPADB;12;2,48
FRPADI;12;3,0294
FRPADQ;12;3,915
FRPADR;12;3,1725
FRPAEA;12;1,277
FRPAEU;12;1,5228
FRPAFS;12;3,36
FRPAFT;12;2,55
FRPAFW;12;3,64
FRPAGC;12;3,08
FRPAGF;12;2,3166
FRPAGG;12;2,0304
FRPAGJ;12;2,87
FRPAH3;12;4,455
FRPAHP;12;1,235
FRPAI3;12;2,9187
FRPAIP;12;2,16
FRPAIR;12;2,673
FRPAIX;12;1,685
FRPAIZ;12;3,9
FRPAJW;12;1,251
FRPAKC;12;2,1384
FRPAKF;12;5,95
FRPAKG;12;0,92
FRPAKH;12;5,5836
FRPAKX;12;2,58
FRPAL9;12;2,577
FRPAM2;12;1,782
FRPAM3;12;3,712
FRPAM4;12;2,3166
FRPAM7;12;1,371
FRPAME;12;2,16
FRPAMK;12;9,181
FRPAN3;12;1,782
FRPAN6;12;2,1573
FRPAP1;12;5,8752
FRPASF;12;0,844
FRPAWI;12;3,153
FRPB30;12;3,564
FRPB48;12;2,8512
FRPB66;12;2,544
FRPBB3;12;4,455
FRPBB4;12;6,05
FRPBB6;12;1,488
FRPC16;12;2,1384
FRPC23;12;2,16
FRPC38;12;2,673
FRPC39;12;1,9602
FRPC42;12;2,673
FRPC43;12;2,673
FRPC48;12;2,9187
FRPC83;12;1,347
FRPCC1;12;1,282
FRPCFI;12;1,7766
FRPCGD;12;4,86
FRPCGE;12;2,7
FRPCGF;12;4,32
FRPCGP;12;5,94
FRPCIP;12;3,56
FRPD28;12;2,8512
FRPD45;12;3,21
FRPD55;12;1,4256
FRPD83;12;2,673
FRPD84;12;2,74
FRPD85;12;2,1384
FRPD89;12;3,773
FRPD90;12;2,429
FRPD93;12;3,564
FRPD98;12;1,9035
FRPE01;12;7,34
FRPE15;12;1,656
FRPE16;12;3,878
FRPE17;12;3,457
FRPE18;12;0,586
FRPE19;12;0,913
FRPE20;12;1,438
FRPE24;12;3,208
FRPE26;12;2,591
FRPE27;12;1,635
FRPE28;12;0,7128
FRPE35;12;0,891
FRPE36;12;3,509
FRPE38;12;2,361
FRPE47;12;3,077
FRPE52;12;5,581
FRPE53;12;3,674
FRPE56;12;3,937
FRPE64;12;1,079
FRPE70;12;2,4948
FRPE74;12;2,27
FRPE75;12;7,128
FRPE78;12;3,232
FRPE83;12;4,796
FRPE89;12;6,5934
FRPE90;12;2,8512
FRPE91;12;1,789
FRPE95;12;2,266
FRPE96;12;1,3959
FRPE98;12;1,782
FRPF03;12;1,845
FRPF04;12;1,2474
FRPF08;12;2,458
FRPF12;12;1,9035
FRPF13;12;3,04
FRPF15;12;2,1384
FRPF19;12;0,62
FRPF20;12;2,673
FRPF24;12;0,944
FRPF26;12;3,262
FRPF30;12;2,4948
FRPF45;12;2,93
FRPF48;12;0,704
FRPF49;12;0,5346
FRPF50;12;4,468
FRPF58;12;2,645
FRPF59;12;4,0986
FRPF64;12;1,14
FRPF67;12;3,7422
FRPF69;12;2,49
FRPF70;12;3,3858
FRPF71;12;2,372
FRPF74;12;2,544
FRPF79;12;3,834
FRPF80;12;2,97
FRPF81;12;2,027
FRPF82;12;2,2842
FRPF84;12;3,59
FRPF85;12;4,5684
FRPF89;12;1,0692
FRPG01;12;0,9
FRPG02;12;1,56
FRPG06;12;10,43
FRPG11;12;2,04
FRPG13;12;2,929
FRPG15;12;4,117
FRPG17;12;1,732
FRPG23;12;1,21
FRPG25;12;1,023
FRPG29;12;2,1384
FRPG30;12;1,839
FRPG31;12;3,564
FRPG33;12;1,074
FRPG35;12;3,999
FRPG36;12;2,673
FRPG37;12;2,52
FRPG39;12;0,272
FRPG40;12;2,128
FRPG41;12;1,71
FRPG42;12;2,05
FRPG43;12;1,08
FRPG53;12;2,351
FRPG54;12;4,197
FRPG59;12;2,07
FRPG60;12;0,63
FRPG63;12;4,2768
FRPG72;12;4,486
FRPG73;12;2,449
FRPG77;12;3,9204
FRPG78;12;1,84
FRPG79;12;2,921
FRPG81;12;1,153
FRPG84;12;2,8
FRPG88;12;3,97
FRPG89;12;3,564
FRPG93;12;2,137
FRPG94;12;2,831
FRPH02;12;1,891
FRPH03;12;1,96
FRPH05;12;2,4948
FRPH07;12;3,203
FRPH11;12;3,478
FRPH15;12;4,773
FRPH21;12;3,662
FRPH22;12;2,945
FRPH23;12;2,124
FRPH25;12;1,61
FRPH26;12;3,319
FRPH28;12;5,56
FRPH29;12;0,58
FRPH30;12;2,74
FRPH35;12;2,8512
FRPH38;12;1,355
FRPH43;12;0,569
FRPH46;12;2,64
FRPH47;12;5,996
FRPH48;12;2,698
FRPH49;12;4,236
FRPH50;12;1,895
FRPH51;12;2,814
FRPH58;12;0,659
FRPH60;12;2,4
FRPH61;12;1,505
FRPH64;12;0,891
FRPH65;12;2,05
FRPH67;12;3,7422
FRPH69;12;1,492
FRPH73;12;3,998
FRPH75;12;3,42
FRPH77;12;1,93
FRPH80;12;1,845
FRPH81;12;5,346
FRPH84;12;1,2
FRPH93;12;2,664
FRPH94;12;0,39
FRPH95;12;2,764
FRPH96;12;1,136
FRPH97;12;3,0456
FRPI02;12;1,9035
FRPI04;12;2,673
FRPI08;12;5,1678
FRPI09;12;0,7128
FRPI10;12;4,702
FRPI11;12;2,068
FRPI12;12;4,06
FRPI14;12;5,714
FRPI15;12;6,0588
FRPI16;12;6,5934
FRPI17;12;2,898
FRPI18;12;3,292
FRPI20;12;2,656
FRPI21;12;4,226
FRPI24;12;2,29
FRPI28;12;2,32
FRPI33;12;0,64
FRPI34;12;2,8
FRPI35;12;4,408
FRPI38;12;3,123
FRPI39;12;1,13
FRPI40;12;2,596
FRPI43;12;1,4256
FRPI47;12;1,92
FRPI48;12;1,2474
FRPI51;12;2,683
FRPI56;12;0,85
FRPI58;12;6,6
FRPI59;12;5,91
FRPI71;12;2,8512
FRPI72;12;1,86
FRPI73;12;1,4256
FRPI79;12;2,019
FRPI82;12;5,075
FRPI87;12;1,9602
FRPI89;12;3,9204
FRPI95;12;2,538
FRPI96;12;2,8512
FRPI97;12;2,688
FRPI98;12;1,728
FRPJ02;12;3,0294
FRPJ06;12;3,65
FRPJ07;12;3,425
FRPJ09;12;2,976
FRPJ11;12;3,7422
FRPJ16;12;0,868
FRPJ20;12;3,53
FRPJ23;12;5,346
FRPJ28;12;1,55
FRPJ30;12;2,465
FRPJ39;12;1,08
FRPJ42;12;2,834
FRPJ44;12;2,416
FRPJ46;12;4,1877
FRPJ47;12;3,07
FRPJ48;12;2
FRPJ49;12;3,03
FRPJ52;12;1,064
FRPJ55;12;3,604
FRPJ61;12;0,935
FRPJ62;12;3,731
FRPJ65;12;2,65
FRPJ66;12;1,576
FRPJ67;12;2,468
FRPJ78;12;5,041
FRPJ80;12;0
FRPJ81;12;1,16
FRPJ82;12;0
FRPJ84;12;3,312
FRPJ89;12;3,1725
FRPJ90;12;2,9187
FRPJ91;12;1,42
FRPJ92;12;4,244
FRPJ93;12;2,768
FRPJ96;12;1,5228
FRPK07;12;2,698
FRPK08;12;2,673
FRPK10;12;3,137
FRPK11;12;3,504
FRPK14;12;3,564
FRPK16;12;3,24
FRPK17;12;2,005
FRPK18;12;2,3166
FRPK25;12;5,501
FRPK28;12;2,0304
FRPK29;12;2,261
FRPK49;12;3,287
FRPK54;12;1,1421
FRPK56;12;1,9602
FRPK57;12;0,7128
FRPK59;12;1,551
FRPK63;12;3,9204
FRPK65;12;1,782
FRPK67;12;4,124
FRPK68;12;2,683
FRPK69;12;0,891
FRPK70;12;2,8512
FRPK75;12;0
FRPK76;12;2,673
FRPK83;12;1,226
FRPK85;12;1,822
FRPK87;12;3,148
FRPK89;12;1,7766
FRPK97;12;2,701
FRPK98;12;1,946
FRPL01;12;3,67
FRPL04;12;2,033
FRPL10;12;3,128
FRPL14;12;2,082
FRPL16;12;1,0692
FRPL21;12;3,047
FRPL22;12;3,0294
FRPL25;12;2,51
FRPL26;12;1,197
FRPL27;12;2,984
FRPL28;12;3,21
FRPL31;12;5,09
FRPL32;12;2,723
FRPL34;12;1,19
FRPL37;12;1,04
FRPL38;12;2,568
FRPL44;12;3,434
FRPL45;12;2,09
FRPL46;12;3,564
FRPL47;12;2,57
FRPL50;12;4,117
FRPL53;12;2,22
FRPL55;12;1,784
FRPL56;12;2,726
FRPL63;12;1,522
FRPL67;12;1,9602
FRPN43;12;2,8512
FRPR24;12;1,835
FRPW32;12;1,58
FRPW33;12;2,904
FRPW54;12;0,33
FRPW93;12;6,343
FRPW98;12;1,38
FRPX77;12;5,337
FRPX86;12;2,4948
FRPYAB;12;0,891
FRPYCK;12;5,7105
FRPYIQ;12;1,81
FRPZ80;12;0,84
FRPZ81;12;2,7
FRPZ87;12;3,37
FRPZ92;12;0,891
FRPZ99;12;0,908
